index,gender,medal,athlete,abb,type,year
12090,Women,Silver,JOHANSSON Marita,SWE,Swimming,1988
12091,Women,Bronze,STEWART Nancy,USA,Swimming,1988
12092,Women,Gold,GETTINGER Cynthia,USA,Swimming,1988
12093,Women,Silver,SMITH Judith,USA,Swimming,1988
12094,Women,Bronze,LILLECRAPP Lynette,AUS,Swimming,1988
12095,Women,Gold,NANNENBERG Jacqueline,NED,Swimming,1988
12096,Women,Silver,KARLSSON Cecilia,SWE,Swimming,1988
12097,Women,Bronze,SNORRADOTTIR Lilja,ISL,Swimming,1988
12098,Women,Gold,BARR Dianne,GBR,Swimming,1988
12099,Women,Silver,MUCZ Joanne,CAN,Swimming,1988
12100,Women,Bronze,KNOX Susan,AUS,Swimming,1988
12101,Women,Gold,YOUNG Judith,AUS,Swimming,1988
12102,Women,Silver,ROUND Joanne,GBR,Swimming,1988
12103,Women,Bronze,PEDERSEN Jeanette,DEN,Swimming,1988
12104,Women,Gold,WEICKER Yvette,CAN,Swimming,1988
12105,Women,Silver,BURTON Janice,GBR,Swimming,1988
12106,Women,Bronze,KUKKONEN Eeva Riitta,FIN,Swimming,1988
12107,Women,Gold,ZORN Trischa,USA,Swimming,1988
12108,Women,Silver,TOLONEN Paivi,FIN,Swimming,1988
12109,Women,Bronze,MCDOWELL Angela,GBR,Swimming,1988
12110,Women,Gold,BRANDEWIE Debra,USA,Swimming,1988
12111,Women,Silver,TJERNBERG Gabriella,SWE,Swimming,1988
12112,Women,Bronze,ARNOLD Michelle,CAN,Swimming,1988
12113,Women,Gold,NAESS Christina,FRO,Swimming,1988
12114,Women,Silver,HUGGETT Catherine,AUS,Swimming,1988
12115,Women,Bronze,TROTMAN Anne,GBR,Swimming,1988
12116,Women,Gold,STIDEVER Jane,GBR,Swimming,1988
12117,Women,Silver,BARKER Tammy,CAN,Swimming,1988
12118,Women,Bronze,LUMINEAU Yvonne,FRA,Swimming,1988
12119,Women,Gold,AARTS Marga,NED,Swimming,1988
12120,Women,Silver,GOODRICH Judy,CAN,Swimming,1988
12121,Women,Bronze,JOHANSEN Katrin,FRO,Swimming,1988
12122,Women,Gold,SIEGERS Britta,FRG,Swimming,1988
12123,Women,Silver,ESLING Jeanette,GBR,Swimming,1988
12124,Women,Bronze,BERGER SETHER Maj,NOR,Swimming,1988
12125,Women,Gold,HENGST Claudia,FRG,Swimming,1988
12126,Women,Silver,VERMEULEN Sjerstin,NED,Swimming,1988
12127,Women,Bronze,YOUNG Thelma,GBR,Swimming,1988
12128,Women,Gold,GULL Beverley,GBR,Swimming,1988
12129,Women,Silver,ADAMS Arden,USA,Swimming,1988
12130,Women,Bronze,LIEBETRAU Lena,USA,Swimming,1988
12131,Women,Gold,PEIRO Ana,ESP,Swimming,1988
12132,Women,Silver,EROLES Esther,ESP,Swimming,1988
12133,Women,Bronze,ADAMIK Malgozata,POL,Swimming,1988
12134,Women,Gold,JAVALOYA Pilar,ESP,Swimming,1988
12135,Women,Silver,CLARKE Nancy,USA,Swimming,1988
12136,Women,Bronze,KOPP Heidi,FRG,Swimming,1988
12137,Women,Gold,PAIROUX Genevieve,FRA,Swimming,1988
12138,Women,Silver,HAUGSTED Manja,DEN,Swimming,1988
12139,Women,Bronze,FLOOD Tara,GBR,Swimming,1988
12140,Women,Gold,TJERNBERG Magdalena,SWE,Swimming,1988
12141,Women,Silver,BYLES Louise,GBR,Swimming,1988
12142,Women,Bronze,WEICKER Yvette,CAN,Swimming,1988
12143,Women,Gold,ZORN Trischa,USA,Swimming,1988
12144,Women,Silver,CHIPOVALOVA Tatiana,URS,Swimming,1988
12145,Women,Bronze,VAN PUYVELDE Carine,BEL,Swimming,1988
12146,Women,Gold,TJERNBERG Gabriella,SWE,Swimming,1988
12147,Women,Silver,MAYWOOD Mandy,AUS,Swimming,1988
12148,Women,Bronze,BRANDEWIE Debra,USA,Swimming,1988
12149,Women,Gold,FREIJ Marie-Louise,SWE,Swimming,1988
12150,Women,Silver,DANBERG Pamela,USA,Swimming,1988
12151,Women,Bronze,ANDERSEN Anne-Dorte,DEN,Swimming,1988
12152,Women,Gold,GETTINGER Cynthia,USA,Swimming,1988
12153,Women,Silver,LILLECRAPP Lynette,AUS,Swimming,1988
12154,Women,Bronze,LAGRANGE Karen,USA,Swimming,1988
12155,Women,Gold,KARLSSON Cecilia,SWE,Swimming,1988
12156,Women,Silver,WILSON Jan,USA,Swimming,1988
12157,Women,Bronze,ZOR Semadar,ISR,Swimming,1988
12158,Women,Gold,BROKHOLC Kristina,SWE,Swimming,1988
12159,Women,Silver,YOUNG Judith,AUS,Swimming,1988
12160,Women,Bronze,DURANCEAU Isabelle,FRA,Swimming,1988
12161,Women,Gold,TJERNBERG Magdalena,SWE,Swimming,1988
12162,Women,Silver,BYLES Louise,GBR,Swimming,1988
12163,Women,Bronze,WEICKER Yvette,CAN,Swimming,1988
12164,Women,Gold,ZORN Trischa,USA,Swimming,1988
12165,Women,Silver,VAN PUYVELDE Carine,BEL,Swimming,1988
12166,Women,Bronze,CHIPOVALOVA Tatiana,URS,Swimming,1988
12167,Women,Gold,TJERNBERG Gabriella,SWE,Swimming,1988
12168,Women,Silver,BRANDEWIE Debra,USA,Swimming,1988
12169,Women,Bronze,MAYWOOD Mandy,AUS,Swimming,1988
12170,Women,Gold,SISSO Miri,ISR,Swimming,1988
12171,Women,Silver,STIDEVER Jane,GBR,Swimming,1988
12172,Women,Bronze,CORDERY Janette,NZL,Swimming,1988
12173,Women,Gold,TRAMUNS Laura,ESP,Swimming,1988
12174,Women,Silver,RANTANEN Miia,FIN,Swimming,1988
12175,Women,Bronze,SAUTER Esthel,SUI,Swimming,1988
12176,Women,Gold,HENGST Claudia,FRG,Swimming,1988
12177,Women,Silver,VERMEULEN Sjerstin,NED,Swimming,1988
12178,Women,Bronze,YOUNG Thelma,GBR,Swimming,1988
12179,Women,Gold,ADAMIK Malgozata,POL,Swimming,1988
12180,Women,Silver,EROLES Esther,ESP,Swimming,1988
12181,Women,Bronze,HAGMAN Lena-Marie,SWE,Swimming,1988
12182,Women,Gold,KOPP Heidi,FRG,Swimming,1988
12183,Women,Silver,GRECO Beatriz,ARG,Swimming,1988
12184,Women,Bronze,MOREIRA ALVES Graciana,BRA,Swimming,1988
12185,Women,Gold,TJERNBERG Magdalena,SWE,Swimming,1988
12186,Women,Silver,BYLES Louise,GBR,Swimming,1988
12187,Women,Bronze,BOCCACCIO Tamara,CAN,Swimming,1988
12188,Women,Gold,ZORN Trischa,USA,Swimming,1988
12189,Women,Silver,VAN PUYVELDE Carine,BEL,Swimming,1988
12190,Women,Bronze,CHIPOVALOVA Tatiana,URS,Swimming,1988
12191,Women,Gold,TJERNBERG Gabriella,SWE,Swimming,1988
12192,Women,Silver,BRANDEWIE Debra,USA,Swimming,1988
12193,Women,Bronze,MAYWOOD Mandy,AUS,Swimming,1988
12194,Women,Gold,GETTINGER Cynthia,USA,Swimming,1988
12195,Women,Silver,LAGRANGE Karen,USA,Swimming,1988
12196,Women,Bronze,LILLECRAPP Lynette,AUS,Swimming,1988
12197,Women,Gold,ZOR Semadar,ISR,Swimming,1988
12198,Women,Silver,WILSON Jan,USA,Swimming,1988
12199,Women,Bronze,NANNENBERG Jacqueline,NED,Swimming,1988
12200,Women,Gold,HEDE Charlotte,DEN,Swimming,1988
12201,Women,Silver,ROUND Joanne,GBR,Swimming,1988
12202,Women,Bronze,DURANCEAU Isabelle,FRA,Swimming,1988
12203,Women,Gold,KUKKONEN Eeva Riitta,FIN,Swimming,1988
12204,Women,Silver,TJERNBERG Magdalena,SWE,Swimming,1988
12205,Women,Bronze,BURTON Janice,GBR,Swimming,1988
12206,Women,Gold,ZORN Trischa,USA,Swimming,1988
12207,Women,Silver,MCDOWELL Angela,GBR,Swimming,1988
12208,Women,Bronze,ANDERSSON Eva,SWE,Swimming,1988
12209,Women,Gold,HENGST Claudia,FRG,Swimming,1988
12210,Women,Silver,YOUNG Judith,AUS,Swimming,1988
12211,Women,Bronze,VID KELDU Tora,FRO,Swimming,1988
12212,Women,Gold,JAVALOYA Pilar,ESP,Swimming,1988
12213,Women,Silver,MATOS Maria Jussara,BRA,Swimming,1988
12214,Women,Bronze,MOREIRA ALVES Graciana,BRA,Swimming,1988
12215,Women,Gold,SNORRADOTTIR Lilja,ISL,Swimming,1988
12216,Women,Silver,NANNENBERG Jacqueline,NED,Swimming,1988
12217,Women,Bronze,WILSON Jan,USA,Swimming,1988
12218,Women,Gold,HEDE Charlotte,DEN,Swimming,1988
12219,Women,Silver,ROUND Joanne,GBR,Swimming,1988
12220,Women,Bronze,DURANCEAU Isabelle,FRA,Swimming,1988
12221,Women,Gold,TJERNBERG Magdalena,SWE,Swimming,1988
12222,Women,Silver,BURTON Janice,GBR,Swimming,1988
12223,Women,Bronze,WEICKER Yvette,CAN,Swimming,1988
12224,Women,Gold,ZORN Trischa,USA,Swimming,1988
12225,Women,Silver,TOLONEN Paivi,FIN,Swimming,1988
12226,Women,Bronze,MCDOWELL Angela,GBR,Swimming,1988
12227,Women,Gold,BRANDEWIE Debra,USA,Swimming,1988
12228,Women,Silver,TJERNBERG Gabriella,SWE,Swimming,1988
12229,Women,Bronze,ARNOLD Michelle,CAN,Swimming,1988
12230,Women,Gold,HENGST Claudia,FRG,Swimming,1988
12231,Women,Silver,YOUNG Judith,AUS,Swimming,1988
12232,Women,Bronze,VERMEULEN Sjerstin,NED,Swimming,1988
12233,Women,Gold,KOPP Heidi,FRG,Swimming,1988
12234,Women,Silver,CLARKE Nancy,USA,Swimming,1988
12235,Women,Bronze,GRECO Beatriz,ARG,Swimming,1988
12236,Women,Gold,ZORN Trischa,USA,Swimming,1988
12237,Women,Silver,MCDOWELL Angela,GBR,Swimming,1988
12238,Women,Bronze,CHIPOVALOVA Tatiana,URS,Swimming,1988
12239,Women,Gold,BRANDEWIE Debra,USA,Swimming,1988
12240,Women,Silver,TJERNBERG Gabriella,SWE,Swimming,1988
12241,Women,Bronze,ARNOLD Michelle,CAN,Swimming,1988
12242,Men,Gold,,FRA,Swimming,1988
12243,Men,Silver,,AUS,Swimming,1988
12244,Men,Bronze,MORETON David,GBR,Swimming,1988
12245,Men,Bronze,WOODS Marc,GBR,Swimming,1988
12246,Men,Bronze,ALDOUS Peter,GBR,Swimming,1988
12247,Men,Bronze,WILLIAMS Mark,GBR,Swimming,1988
12248,Men,Gold,,CAN,Swimming,1988
12249,Men,Silver,,URS,Swimming,1988
12250,Men,Bronze,,USA,Swimming,1988
12251,Men,Gold,MORETON David,GBR,Swimming,1988
12252,Men,Gold,NOBLE Paul,GBR,Swimming,1988
12253,Men,Gold,WOODS Marc,GBR,Swimming,1988
12254,Men,Gold,ALDOUS Peter,GBR,Swimming,1988
12255,Men,Silver,,NED,Swimming,1988
12256,Men,Bronze,,FRA,Swimming,1988
12257,Men,Gold,,FRA,Swimming,1988
12258,Men,Silver,MORETON David,GBR,Swimming,1988
12259,Men,Silver,WOODS Marc,GBR,Swimming,1988
12260,Men,Silver,ALDOUS Peter,GBR,Swimming,1988
12261,Men,Silver,WILLIAMS Mark,GBR,Swimming,1988
12262,Men,Bronze,,NED,Swimming,1988
12263,Men,Gold,,CAN,Swimming,1988
12264,Men,Silver,,URS,Swimming,1988
12265,Men,Bronze,,ESP,Swimming,1988
12266,Men,Gold,MORETON David,GBR,Swimming,1988
12267,Men,Gold,NOBLE Paul,GBR,Swimming,1988
12268,Men,Gold,WOODS Marc,GBR,Swimming,1988
12269,Men,Gold,ALDOUS Peter,GBR,Swimming,1988
12270,Men,Silver,,SWE,Swimming,1988
12271,Men,Bronze,,NED,Swimming,1988
12272,Men,Gold,,ESP,Swimming,1988
12273,Men,Silver,,FRA,Swimming,1988
12274,Men,Bronze,,ISR,Swimming,1988
12275,Women,Gold,,USA,Swimming,1988
12276,Women,Silver,,SWE,Swimming,1988
12277,Women,Bronze,,GBR,Swimming,1988
12278,Women,Gold,BARR Dianne,GBR,Swimming,1988
12279,Women,Gold,ROUND Joanne,GBR,Swimming,1988
12280,Women,Gold,WALTERS Linda,GBR,Swimming,1988
12281,Women,Gold,YOUNG Thelma,GBR,Swimming,1988
12282,Women,Silver,,AUS,Swimming,1988
12283,Women,Bronze,BARLUND Gritt,DEN,Swimming,1988
12284,Women,Bronze,GADEBERG Dorthe,DEN,Swimming,1988
12285,Women,Bronze,HEDE Charlotte,DEN,Swimming,1988
12286,Women,Bronze,PEDERSEN Jeanette,DEN,Swimming,1988
12287,Women,Gold,,USA,Swimming,1988
12288,Women,Silver,,SWE,Swimming,1988
12289,Women,Bronze,,CAN,Swimming,1988
12290,Women,Gold,BARR Dianne,GBR,Swimming,1988
12291,Women,Gold,ROUND Joanne,GBR,Swimming,1988
12292,Women,Gold,WALTERS Linda,GBR,Swimming,1988
12293,Women,Gold,YOUNG Thelma,GBR,Swimming,1988
12294,Women,Silver,BARLUND Gritt,DEN,Swimming,1988
12295,Women,Silver,GADEBERG Dorthe,DEN,Swimming,1988
12296,Women,Silver,HEDE Charlotte,DEN,Swimming,1988
12297,Women,Silver,PEDERSEN Jeanette,DEN,Swimming,1988
12298,Women,Bronze,,FRA,Swimming,1988
12299,Men,Gold,HULL Peter,GBR,Swimming,1992
12300,Men,Silver,ANDERSON James,GBR,Swimming,1992
12301,Men,Bronze,MCGREGOR Alan,GBR,Swimming,1992
12302,Men,Gold,FLAMENGO Jean-Louis,FRA,Swimming,1992
12303,Men,Silver,PASCUAL Jordi,ESP,Swimming,1992
12304,Men,Bronze,HUNTER Tommy,GBR,Swimming,1992
12305,Men,Gold,BELLOT Pierre,FRA,Swimming,1992
12306,Men,Silver,VIENS Gene,USA,Swimming,1992
12307,Men,Bronze,MUNOZ Pau Marc,ESP,Swimming,1992
12308,Men,Gold,MCQUEEN William,GBR,Swimming,1992
12309,Men,Silver,SLECZKA Krzysztof,POL,Swimming,1992
12310,Men,Bronze,PINARD Pascal,FRA,Swimming,1992
12311,Men,Gold,LUND Peter,DEN,Swimming,1992
12312,Men,Silver,IGLESIAS Jesus,ESP,Swimming,1992
12313,Men,Bronze,SULLIVAN Kevin,USA,Swimming,1992
12314,Men,Gold,BECSEY Janos,HUN,Swimming,1992
12315,Men,Silver,KUNZI Daniel,SUI,Swimming,1992
12316,Men,Bronze,ABD ELLATIF Omar,EGY,Swimming,1992
12317,Men,Gold,SIQVELAND Johan,NOR,Swimming,1992
12318,Men,Silver,TRONDSEN Erling,NOR,Swimming,1992
12319,Men,Bronze,KIMMIG Holger,GER,Swimming,1992
12320,Men,Gold,KELLER Donnie,USA,Swimming,1992
12321,Men,Silver,BUDIN Hanoch,ISR,Swimming,1992
12322,Men,Bronze,BURKETT Brendan,AUS,Swimming,1992
12323,Men,Gold,SAINI Gianluca,ITA,Swimming,1992
12324,Men,Silver,GARRIDO Ernesto,CUB,Swimming,1992
12325,Men,Bronze,HAHNENGRESS Jochen,GER,Swimming,1992
12326,Men,Gold,MORGAN John,USA,Swimming,1992
12327,Men,Silver,KAWAI Junichi,JPN,Swimming,1992
12328,Men,Bronze,COHEN Izhar,ISR,Swimming,1992
12329,Men,Gold,HOLMES Christopher,GBR,Swimming,1992
12330,Men,Silver,CORRAL Pablo,ESP,Swimming,1992
12331,Men,Bronze,NASMAN Fredrik,SWE,Swimming,1992
12332,Men,Bronze,BUGARIN Kingsley,AUS,Swimming,1992
12333,Men,Gold,CHESNOV Vladimir,EUN,Swimming,1992
12334,Men,Silver,PEDERSEN Noel,NOR,Swimming,1992
12335,Men,Bronze,BERTHELSEN Flemming,DEN,Swimming,1992
12336,Men,Gold,HULL Peter,GBR,Swimming,1992
12337,Men,Silver,ANDERSON James,GBR,Swimming,1992
12338,Men,Bronze,MCGREGOR Alan,GBR,Swimming,1992
12339,Men,Gold,FLAMENGO Jean-Louis,FRA,Swimming,1992
12340,Men,Silver,HUNTER Tommy,GBR,Swimming,1992
12341,Men,Bronze,PASCUAL Jordi,ESP,Swimming,1992
12342,Men,Gold,BELLOT Pierre,FRA,Swimming,1992
12343,Men,Silver,MUNOZ Pau Marc,ESP,Swimming,1992
12344,Men,Bronze,SANDVIK Stig Morten,NOR,Swimming,1992
12345,Men,Gold,PINARD Pascal,FRA,Swimming,1992
12346,Men,Silver,SLECZKA Krzysztof,POL,Swimming,1992
12347,Men,Bronze,VALORI Roberto,ITA,Swimming,1992
12348,Men,Gold,LUND Peter,DEN,Swimming,1992
12349,Men,Silver,SULLIVAN Kevin,USA,Swimming,1992
12350,Men,Bronze,IGLESIAS Jesus,ESP,Swimming,1992
12351,Men,Gold,BECSEY Janos,HUN,Swimming,1992
12352,Men,Silver,DELPY Frederic,FRA,Swimming,1992
12353,Men,Bronze,LINDMANN Eric,FRA,Swimming,1992
12354,Men,Gold,SIQVELAND Johan,NOR,Swimming,1992
12355,Men,Silver,TRONDSEN Erling,NOR,Swimming,1992
12356,Men,Bronze,KIMMIG Holger,GER,Swimming,1992
12357,Men,Gold,WOELK Holger,GER,Swimming,1992
12358,Men,Silver,KELLER Donnie,USA,Swimming,1992
12359,Men,Bronze,EIRIKSSON Olafur,ISL,Swimming,1992
12360,Men,Gold,SAINI Gianluca,ITA,Swimming,1992
12361,Men,Silver,DE GROOT Alwin,NED,Swimming,1992
12362,Men,Bronze,MORETON David,GBR,Swimming,1992
12363,Men,Gold,MORGAN John,USA,Swimming,1992
12364,Men,Silver,KAWAI Junichi,JPN,Swimming,1992
12365,Men,Bronze,KELLY Daniel,USA,Swimming,1992
12366,Men,Gold,HOLMES Christopher,GBR,Swimming,1992
12367,Men,Silver,CORRAL Pablo,ESP,Swimming,1992
12368,Men,Bronze,REDDISH Tim,GBR,Swimming,1992
12369,Men,Gold,CHESNOV Vladimir,EUN,Swimming,1992
12370,Men,Silver,BERTHELSEN Flemming,DEN,Swimming,1992
12371,Men,Bronze,PEDERSEN Noel,NOR,Swimming,1992
12372,Men,Gold,LUND Peter,DEN,Swimming,1992
12373,Men,Silver,GERVAN Jeremy,CAN,Swimming,1992
12374,Men,Bronze,IGLESIAS Jesus,ESP,Swimming,1992
12375,Men,Gold,LINDMANN Eric,FRA,Swimming,1992
12376,Men,Silver,DELPY Frederic,FRA,Swimming,1992
12377,Men,Bronze,ABD ELLATIF Omar,EGY,Swimming,1992
12378,Men,Gold,WENING Jason,USA,Swimming,1992
12379,Men,Silver,SIQVELAND Johan,NOR,Swimming,1992
12380,Men,Bronze,KIMMIG Holger,GER,Swimming,1992
12381,Men,Gold,EIRIKSSON Olafur,ISL,Swimming,1992
12382,Men,Silver,BJOERNSTAD Helge,NOR,Swimming,1992
12383,Men,Bronze,HALEY Andrew,CAN,Swimming,1992
12384,Men,Gold,MORETON David,GBR,Swimming,1992
12385,Men,Silver,NOBLE Paul,GBR,Swimming,1992
12386,Men,Bronze,DE GROOT Alwin,NED,Swimming,1992
12387,Men,Gold,MORGAN John,USA,Swimming,1992
12388,Men,Silver,KELLY Daniel,USA,Swimming,1992
12389,Men,Bronze,GUNNARSSON Birkir,ISL,Swimming,1992
12390,Men,Gold,HOLMES Christopher,GBR,Swimming,1992
12391,Men,Silver,BETTER Ziv,ISR,Swimming,1992
12392,Men,Bronze,LLAMBRICH Daniel,ESP,Swimming,1992
12393,Men,Gold,STRAND Andreas,NOR,Swimming,1992
12394,Men,Silver,BERTHELSEN Flemming,DEN,Swimming,1992
12395,Men,Bronze,NIELSEN Ivan,DEN,Swimming,1992
12396,Men,Gold,HULL Peter,GBR,Swimming,1992
12397,Men,Silver,ANDERSON James,GBR,Swimming,1992
12398,Men,Bronze,MCGREGOR Alan,GBR,Swimming,1992
12399,Men,Gold,HUNTER Tommy,GBR,Swimming,1992
12400,Men,Silver,FLAMENGO Jean-Louis,FRA,Swimming,1992
12401,Men,Bronze,ALVES Genezi,BRA,Swimming,1992
12402,Men,Gold,BELLOT Pierre,FRA,Swimming,1992
12403,Men,Silver,GRAND Thierry,FRA,Swimming,1992
12404,Men,Bronze,BAKAEV Albert,EUN,Swimming,1992
12405,Men,Gold,VERECZKEI Zsolt,HUN,Swimming,1992
12406,Men,Silver,SLECZKA Krzysztof,POL,Swimming,1992
12407,Men,Bronze,PINARD Pascal,FRA,Swimming,1992
12408,Men,Gold,FOPPOLO David,FRA,Swimming,1992
12409,Men,Silver,LUND Peter,DEN,Swimming,1992
12410,Men,Bronze,SCHLUBECK Matthias,GER,Swimming,1992
12411,Men,Gold,STOKKEL Johannes,NED,Swimming,1992
12412,Men,Silver,LINDMANN Eric,FRA,Swimming,1992
12413,Men,Bronze,DELPY Frederic,FRA,Swimming,1992
12414,Men,Gold,JAEHRIG Geert,GER,Swimming,1992
12415,Men,Silver,KIMMIG Holger,GER,Swimming,1992
12416,Men,Bronze,HANSEN Kasper,DEN,Swimming,1992
12417,Men,Gold,BJOERNSTAD Helge,NOR,Swimming,1992
12418,Men,Silver,SCHMIDT Detlef,GER,Swimming,1992
12419,Men,Bronze,WIDMER Fredy,SUI,Swimming,1992
12420,Men,Gold,DE GROOT Alwin,NED,Swimming,1992
12421,Men,Silver,WOODS Marc,GBR,Swimming,1992
12422,Men,Bronze,SHEMESH Eran,ISR,Swimming,1992
12423,Men,Gold,MORGAN John,USA,Swimming,1992
12424,Men,Silver,KELLY Daniel,USA,Swimming,1992
12425,Men,Bronze,KAWAI Junichi,JPN,Swimming,1992
12426,Men,Gold,HOLMES Christopher,GBR,Swimming,1992
12427,Men,Silver,BETTER Ziv,ISR,Swimming,1992
12428,Men,Bronze,KROL Wieslaw,POL,Swimming,1992
12429,Men,Gold,EDGSON Michael,CAN,Swimming,1992
12430,Men,Silver,PEDERSEN Noel,NOR,Swimming,1992
12431,Men,Bronze,MODRA Kieran,AUS,Swimming,1992
12432,Men,Gold,MORGAN John,USA,Swimming,1992
12433,Men,Silver,KELLY Daniel,USA,Swimming,1992
12434,Men,Bronze,KAWAI Junichi,JPN,Swimming,1992
12435,Men,Gold,HOLMES Christopher,GBR,Swimming,1992
12436,Men,Silver,GIL Juan Diego,ESP,Swimming,1992
12437,Men,Bronze,BETTER Ziv,ISR,Swimming,1992
12438,Men,Gold,PEDERSEN Noel,NOR,Swimming,1992
12439,Men,Silver,EDGSON Michael,CAN,Swimming,1992
12440,Men,Bronze,MODRA Kieran,AUS,Swimming,1992
12441,Men,Gold,KRISANOVIC Nenad,IPP,Swimming,1992
12442,Men,Silver,LUERIG Lars,GER,Swimming,1992
12443,Men,Bronze,THOMPSON James,USA,Swimming,1992
12444,Men,Gold,EICKEMEYER Bernd,GER,Swimming,1992
12445,Men,Silver,PETERSSON John,DEN,Swimming,1992
12446,Men,Bronze,TORRES Javier,ESP,Swimming,1992
12447,Men,Gold,PINARD Pascal,FRA,Swimming,1992
12448,Men,Silver,BURNS Gregory,USA,Swimming,1992
12449,Men,Bronze,PAWLOWSKI Arkadiusz,POL,Swimming,1992
12450,Men,Gold,SLATTERY Tadhg,RSA,Swimming,1992
12451,Men,Silver,ENGEL Cornelis,NED,Swimming,1992
12452,Men,Bronze,LINDMANN Eric,FRA,Swimming,1992
12453,Men,Gold,SCHLUBECK Matthias,GER,Swimming,1992
12454,Men,Silver,AHLSTAD Simon,SWE,Swimming,1992
12455,Men,Bronze,CASTANE Juan,ESP,Swimming,1992
12456,Men,Gold,STOKKEL Johannes,NED,Swimming,1992
12457,Men,Silver,VAN GEEL Laurentius,NED,Swimming,1992
12458,Men,Bronze,BECSEY Janos,HUN,Swimming,1992
12459,Men,Gold,MATHEW Iain,GBR,Swimming,1992
12460,Men,Silver,WOELK Holger,GER,Swimming,1992
12461,Men,Bronze,MIROSLAW Jan-Marcin,GER,Swimming,1992
12462,Men,Gold,SVERRISSON Geir,ISL,Swimming,1992
12463,Men,Silver,NOBLE Paul,GBR,Swimming,1992
12464,Men,Bronze,STURKENBOOM Rutger,NED,Swimming,1992
12465,Men,Gold,HAHNENGRESS Jochen,GER,Swimming,1992
12466,Men,Silver,LOEFFLER Stefan,GER,Swimming,1992
12467,Men,Bronze,ROGOZHIN Nikolay,EUN,Swimming,1992
12468,Men,Gold,BUNDGAARD Christian,DEN,Swimming,1992
12469,Men,Silver,MORGAN John,USA,Swimming,1992
12470,Men,Bronze,MARI Jordi,ESP,Swimming,1992
12471,Men,Gold,KRYLOV Vitalii,EUN,Swimming,1992
12472,Men,Silver,BUGARIN Kingsley,AUS,Swimming,1992
12473,Men,Bronze,PEDRAJAS Jose,ESP,Swimming,1992
12474,Men,Gold,PEDERSEN Noel,NOR,Swimming,1992
12475,Men,Silver,NIELSEN Ivan,DEN,Swimming,1992
12476,Men,Bronze,BERTHELSEN Flemming,DEN,Swimming,1992
12477,Men,Gold,BUNDGAARD Christian,DEN,Swimming,1992
12478,Men,Silver,MORGAN John,USA,Swimming,1992
12479,Men,Bronze,KELLY Daniel,USA,Swimming,1992
12480,Men,Gold,KRYLOV Vitalii,EUN,Swimming,1992
12481,Men,Silver,BUGARIN Kingsley,AUS,Swimming,1992
12482,Men,Bronze,PEDRAJAS Jose,ESP,Swimming,1992
12483,Men,Gold,PEDERSEN Noel,NOR,Swimming,1992
12484,Men,Silver,NIELSEN Ivan,DEN,Swimming,1992
12485,Men,Bronze,BERTHELSEN Flemming,DEN,Swimming,1992
12486,Men,Gold,BELLOT Pierre,FRA,Swimming,1992
12487,Men,Silver,KRISANOVIC Nenad,IPP,Swimming,1992
12488,Men,Bronze,WANDERLEY Eduardo,BRA,Swimming,1992
12489,Men,Gold,PINARD Pascal,FRA,Swimming,1992
12490,Men,Silver,LE GLOANIC Thierry,FRA,Swimming,1992
12491,Men,Bronze,TORRES Javier,ESP,Swimming,1992
12492,Men,Gold,FOPPOLO David,FRA,Swimming,1992
12493,Men,Silver,LUND Peter,DEN,Swimming,1992
12494,Men,Bronze,IGLESIAS Jesus,ESP,Swimming,1992
12495,Men,Gold,ABD ELLATIF Omar,EGY,Swimming,1992
12496,Men,Silver,STOKKEL Johannes,NED,Swimming,1992
12497,Men,Bronze,KUNZI Daniel,SUI,Swimming,1992
12498,Men,Gold,TRONDSEN Erling,NOR,Swimming,1992
12499,Men,Silver,LIU Zebing,CHN,Swimming,1992
12500,Men,Bronze,GALINDO Moises,MEX,Swimming,1992
12501,Men,Gold,EIRIKSSON Olafur,ISL,Swimming,1992
12502,Men,Silver,KAPOURA Aleksei,EUN,Swimming,1992
12503,Men,Bronze,WIDMER Fredy,SUI,Swimming,1992
12504,Men,Gold,MORETON David,GBR,Swimming,1992
12505,Men,Silver,DIEDERICH Jason,AUS,Swimming,1992
12506,Men,Bronze,NOBLE Paul,GBR,Swimming,1992
12507,Men,Gold,MORGAN John,USA,Swimming,1992
12508,Men,Silver,REDDISH Tim,GBR,Swimming,1992
12509,Men,Bronze,CORRAL Pablo,ESP,Swimming,1992
12510,Men,Gold,EDGSON Michael,CAN,Swimming,1992
12511,Men,Silver,SHARPE Ian,GBR,Swimming,1992
12512,Men,Bronze,CHESNOV Vladimir,EUN,Swimming,1992
12513,Men,Gold,FLAMENGO Jean-Louis,FRA,Swimming,1992
12514,Men,Silver,CAIRNS Kenneth,GBR,Swimming,1992
12515,Men,Bronze,PASCUAL Jordi,ESP,Swimming,1992
12516,Men,Gold,SLECZKA Krzysztof,POL,Swimming,1992
12517,Men,Silver,TORRES Javier,ESP,Swimming,1992
12518,Men,Bronze,PETERSSON John,DEN,Swimming,1992
12519,Men,Gold,PINARD Pascal,FRA,Swimming,1992
12520,Men,Silver,LUND Peter,DEN,Swimming,1992
12521,Men,Bronze,ALVES Ivanildo,BRA,Swimming,1992
12522,Men,Gold,LINDMANN Eric,FRA,Swimming,1992
12523,Men,Silver,XHROUET Sebastian,BEL,Swimming,1992
12524,Men,Bronze,VIAL Roger,ESP,Swimming,1992
